stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url
PG389,,PG389-Av. Américo Vespucio / Esq. La Vendimia,-33.5327378410881,-70.6800849996887,
PG390,,PG390-Av. Américo Vespucio / Esq. Tucumán,-33.5339849034708,-70.676388999647,
PG391,,PG391-Parada / Fundación Integra,-33.5352619771389,-70.6720269999081,
PG392,,PG392-Peró / Esq. Goycolea,-33.5417310136884,-70.6557283497121,
PG393,,PG393-Goycolea / Esq. Cerro Negro,-33.5428573105533,-70.6517960003383,
PG399,,PG399-Avenida Ossa / Esq. Av. La Bandera,-33.5421023914732,-70.646777000453,
PG1120,,PG1120-Avenida La Bandera / Esq. Riquelme,-33.5491794024409,-70.6460859995348,
PG1739,,PG1739-Avenida La Bandera / Esq. Av. Observatorio,-33.5631534116236,-70.6488769251824,
PG1691,,PG1691-Avenida Lo Blanco / Esq. Julio Chávez,-33.5857782412806,-70.658264563649,
PG1743,,PG1743-Avenida La Bandera / Esq. Santa Consuelo,-33.5627513599898,-70.6486880003758,
PG1740,,PG1740-Avenida La Bandera / Esq. Violeta Parra,-33.5604943664949,-70.6482699995263,
PG1741,,PG1741-Avenida La Bandera / Esq. Vicente Llanos,-33.5575063785396,-70.6475309998425,
PG1742,,PG1742-Avenida La Bandera / Esq. Venancia Leiva,-33.55621817879,-70.6470564643157,
PG398,,PG398-Parada / Parque Automotriz,-33.542073398739,-70.6463129998841,
PG1794,,PG1794-Ismael Tocornal / Esq. Goycolea,-33.5434431337705,-70.6494578910466,
PG1793,,PG1793-Ismael Tocornal / Esq. Vicuña Mackenna,-33.5450887684757,-70.6497952410662,
PG402,,PG402-Alpatacal / Esq. San Francisco,-33.5465903084804,-70.651938999516,
PG403,,PG403-Cerro Negro / Esq. Goycolea,-33.5435633112647,-70.6517329999394,
PG404,,PG404-Cerro Negro / Esq. Avenida Ossa,-33.5417143813834,-70.6511944021204,
PG405,,PG405-Bolivia / Esq. Emiliano Figueroa,-33.5378797379909,-70.6499352668452,
PG406,,PG406-Parada 11 / (M) La Cisterna,-33.5367350879984,-70.6653759996202,
PG407,,PG407-Av. Américo Vespucio / Esq. Ciencias,-33.5351760050059,-70.6703749996242,
PG408,,PG408-Av. Américo Vespucio / Esq. Letras,-33.5336269144881,-70.6757530000101,
PH273,,PH273-Av. J. J. Prieto Vial / Esq. 7ª Avenida,-33.50721405696,-70.6690358981304,
PH274,,PH274-Av. J. J. Prieto Vial / Esq. 4ª Avenida,-33.504388051071,-70.6677169999885,
PH275,,PH275-Av. J. J. Prieto Vial / Esq. Tristán Matta,-33.4999241316091,-70.6655811977788,
PH276,,PH276-Av. J. J. Prieto Vial / Esq. Avenida Lazo,-33.4974751365973,-70.6644689623856,
PH277,,PH277-Av. J. J. Prieto Vial / Esq. Avenida La Marina,-33.4952852410844,-70.6634391752489,
PH278,,PH278-Av. J. J. Prieto Vial / Esq. Real Audiencia,-33.4934691362674,-70.662596999707,
PH279,,PH279-Av. J. J. Prieto Vial / Esq. Florencia,-33.4886771730744,-70.6603630004335,
PH280,,PH280-Parada / Pasarela Enrique Matte,-33.4853831989547,-70.6588020002432,
PH281,,PH281-Av. J. J. Prieto Vial / Esq. Fernando Lazcano,-33.4829674319172,-70.6576580275795,
PH282,,PH282-Av. J. J. Prieto Vial / Esq. Arcadia,-33.4795342453404,-70.6559930004042,
PA241,,PA241-Manuel Rodríguez / Esq. Padre M. De Olivares,-33.4498665325236,-70.6590257565424,
PA244,,PA244-Parada 9 / (M) Santa Ana,-33.4384073109988,-70.6594590194593,
PA338,,PA338-Parada 6 / (M) La Moneda,-33.4454322521059,-70.6556800000912,
PB1867,,PB1867-Aníbal Pinto / Esq. Gabriela Mistral,-33.3711516971226,-70.7427839050922,
PB399,,PB399-Gabriela Mistral / Esq. Portales,-33.3705133659492,-70.7429139059783,
PB400,,PB400-Antonio Varas / Esq. Las Violetas,-33.3690926971777,-70.7439990005824,
PB401,,PB401-Las Violetas / Esq. Sucre,-33.3695066271851,-70.7418775042125,
PB402,,PB402-Blanco Encalada / Esq. Gral. San Martín,-33.3701760555076,-70.7386591502132,
PB403,,PB403-Av. Gral. San Martín / Esq. Gral. San Martín,-33.3681408081387,-70.7381220004045,
PB404,,PB404-José F. Vergara / Esq. Los Carrera,-33.3671879388998,-70.734268888289,
PB405,,PB405-Parada 3 / Plaza Quilicura,-33.3679473008874,-70.7325860918196,
PB406,,PB406-Lib. Bdo. O'Higgins / Esq. Av. Manuel A. Matta,-33.3662186808185,-70.7301916669046,
PB1913,,PB1913-Parada 3 / Lo Cruzat - Manuel A. Matta,-33.3664577223513,-70.7220927517621,
PB1909,,PB1909-Parada 3 / 4 Oriente - Manuel A. Matta,-33.3673899435677,-70.7174579181617,
PB1905,,PB1905-Parada 1 / Lo Campino - Manuel A. Matta,-33.3669814709878,-70.7142358109297,
PB1903,,PB1903-Parada 1 / Las Parcelas - Manuel A. Matta,-33.3663017773901,-70.7112131623543,
PB1906,,PB1906-Av. Manuel A. Matta / Esq. Sen. Jaime Guzmán,-33.3657804348814,-70.706522740296,
PB1902,,PB1902-Av. Edo. Frei Montalva / Esq. Av. A. Vespucio,-33.3662071597956,-70.7020770689489,
PB416,,PB416-Parada / Fundición Quinta,-33.3702215243508,-70.6988239995485,
PB417,,PB417-Av. Edo. Frei Montalva / Esq. Av. Card. José Mª Caro,-33.3738525540834,-70.6971199999723,
PB418,,PB418-Av. Edo. Frei Montalva / Esq. Altura Del 6000,-33.376797577745,-70.6957930002083,
PB419,,PB419-Parada / Pasarela El Trabajo,-33.3841683387272,-70.6924847935795,
PB420,,PB420-Av. Edo. Frei Montalva / Esq. Av. Zapadores,-33.3895511031597,-70.6900635219865,
PB1691,,PB1691-Parada / Centro Logístico Correos,-33.3950098686027,-70.6870009256563,
PB421,,PB421-Parada / Pasarela El Olivo,-33.3991105119212,-70.6845423813762,
PB422,,PB422-Parada 2 / Norte Sur - Dorsal,-33.4029574843085,-70.6822642819307,
PB423,,PB423-Parada / Inacap - Renca,-33.4073692981251,-70.6804078377284,
PB424,,PB424-Parada / Terminal De Flores,-33.4101096681561,-70.6800491005617,
PB425,,PB425-Av. Edo. Frei Montalva / Esq. José M. Balmaceda,-33.4142298562076,-70.6795280002439,
PB426,,PB426-Parada / Pasarela Aldunate,-33.4159801266273,-70.6792085227778,
PB427,,PB427-Parada / Pasarela Zañartu,-33.4180744826814,-70.6788122322264,
PB428,,PB428-Parada / Pasarela Enrique Soro,-33.4212201146117,-70.675823483502,
PB429,,PB429-Parada 1 / Puente Bulnes,-33.4247800953307,-70.6724718593233,
PA815,,PA815-San Martín / Esq. Compañía De Jesús,-33.438861711132,-70.6582146107428,
PA28,,PA28-Parada 7 / (M) La Moneda,-33.4457088161108,-70.6568010170933,
PA598,,PA598-Parada 8 / (M) Universidad De Chile,-33.4445333082954,-70.6522400004061,
PA371,,PA371-Parada 5 / (M) Santa Lucía,-33.4428024200976,-70.6453129996905,
PA373,,PA373-Parada 9 / Plaza Italia,-33.4376217909845,-70.6370586253318,
PA692,,PA692-Parada 2 / (M) Universidad Católica,-33.440559462976,-70.6413829055715,
PA43,,PA43-Miraflores / Esq. Agustinas,-33.4406000267945,-70.6452025976759,
PA44,,PA44-Miraflores / Esq. Merced,-33.4382664171676,-70.6455089998024,
PA423,,PA423-Parada / Santo Domingo - Teatinos,-33.4366515276274,-70.6555043381019,
PA303,,PA303-Parada 1 / (M) Santa Ana,-33.4369976260267,-70.6589226251128,
PA245,,PA245-Parada 2 / Teatro Teletón,-33.436113185791,-70.6597660005512,
PA265,,PA265-Manuel Rodríguez / Esq. San Pablo,-33.4347851832567,-70.6599419995076,
PB430,,PB430-Av. Edo. Frei Montalva / Esq. Comte. Canales,-33.4278101121339,-70.6642410003148,
PB1525,,PB1525-Av. Edo. Frei Montalva / Esq. Carlos Medina,-33.4266920609077,-70.6673420004723,
PB431,,PB431-Parada 2 / Puente Bulnes,-33.4254690034624,-70.6708029999803,
PB432,,PB432-Parada / Pasarela Enrique Soro,-33.4214789415005,-70.6744620005485,
PB433,,PB433-Parada / Pasarela Zañartu,-33.4184888829597,-70.6779270002441,
PB434,,PB434-Parada / Pasarela Aldunate,-33.4162578740778,-70.6785069999364,
PB435,,PB435-Av. Edo. Frei Montalva / Esq. Dgo. Santa María,-33.4144874137092,-70.6787305023549,
PB436,,PB436-Parada / Terminal De Flores,-33.4091800345182,-70.6795660279527,
PB437,,PB437-Parada / Inacap - Renca,-33.4060985861475,-70.6800185321893,
PB1559,,PB1559-Parada 1 / Norte Sur - Dorsal,-33.4031909217859,-70.6814700851889,
PB439,,PB439-Parada / Pasarela El Olivo,-33.402054163104,-70.6821620008207,
PB440,,PB440-Parada / Centro Logístico Correos,-33.395315743264,-70.6862010000752,
PB441,,PB441-Av. Edo. Frei Montalva / Esq. La Unión,-33.3933433078104,-70.6873681373349,
PB442,,PB442-Av. Edo. Frei Montalva / Esq. Av. Zapadores,-33.3899381692818,-70.6892564477867,
PB443,,PB443-Parada / Pasarela El Trabajo,-33.3833010591739,-70.6913481899051,
PB444,,PB444-Av. Edo. Frei Montalva / Esq. El Cortijo,-33.3788976209615,-70.6933009999598,
PB445,,PB445-Av. Edo. Frei Montalva / Esq. Av. Card. José Mª Caro,-33.3744725865158,-70.6952950001016,
PB446,,PB446-Parada / Unilever Panamericana,-33.3720808085552,-70.6963564530157,
PB448,,PB448-Senador Jaime Guzmán / Esq. Av. Manuel A. Matta,-33.3658594043902,-70.7058959827035,
PB1918,,PB1918-Av. Manuel A. Matta / Esq. Lo Zañartu,-33.365809123072,-70.7078381504109,
PB1904,,PB1904-Parada 2 / Lo Campino - Manuel A. Matta,-33.3664952199792,-70.7129106614338,
PB1908,,PB1908-Parada 2 / 4 Oriente - Manuel A. Matta,-33.367324116377,-70.716637221968,
PB1910,,PB1910-Av. Manuel A. Matta / Esq. Pasaje Uno,-33.3669914743402,-70.7189768945627,
PB1914,,PB1914-Av. Manuel A. Matta / Esq. Pacheco Altamirano,-33.36632024674,-70.7222512556346,
PB457,,PB457-Parada 1 / Plaza Quilicura,-33.3679159363503,-70.7312809999095,
PB458,,PB458-José F. Vergara / Esq. Los Carrera,-33.3672513247635,-70.7338401897443,
PB459,,PB459-José F. Vergara / Esq. Gral. San Martín,-33.3663065012584,-70.7370146343066,
PB641,,PB641-San Luis / Esq. San Lucas,-33.3663597813916,-70.7395700000839,
PB1059,,PB1059-San Luis / Esq. Psje. San Ricardo,-33.3655706826711,-70.744768000226,
PB1648,,PB1648-Las Violetas / Esq. Cabo 1° C. Cuevas,-33.368113014759,-70.7479001508661,
PB463,,PB463-Juan Fco. González / Esq. Alcalde Cooper,-33.3686026503383,-70.7464319996125,
PB464,,PB464-Gabriela Mistral / Esq. Manuel Montt,-33.3702845577804,-70.7445368001567,
PB465,,PB465-Gabriela Mistral / Esq. Freire,-33.3707078384865,-70.7427186243597,
PB1683,,PB1683-Aníbal Pinto / Esq. Colo Colo,-33.3714610243292,-70.7436870275294,
PB1667,,PB1667-Avenida Lo Marcoleta / Esq. Altura Del 1580,-33.3637462917304,-70.7649249995918,
PB1668,,PB1668-Avenida Lo Marcoleta / Esq. Colo Colo,-33.3632340613174,-70.7617938930921,
PB534,,PB534-Avenida Lo Marcoleta / Esq. Ntra. Sra. Del Carmen,-33.3625714341849,-70.7576680002013,
PB536,,PB536-Avenida Lo Marcoleta / Esq. Pascual Gambino,-33.3617782093794,-70.7527794660065,
PB537,,PB537-Avenida Lo Marcoleta / Esq. Volcán Copahue,-33.3609783805861,-70.748316394509,
PB538,,PB538-Avenida Lo Marcoleta / Esq. San Enrique,-33.360409316641,-70.7453995198379,
PB539,,PB539-Avenida Lo Marcoleta / Esq. Presidente Bulnes,-33.3597150203261,-70.7431233736428,
PB540,,PB540-Avenida Lo Marcoleta / Esq. Avenida Santa Luisa,-33.3583168211302,-70.7374679997566,
PB1578,,PB1578-Avenida Lo Marcoleta / Esq. Cerro La Pirámide,-33.3579976719693,-70.7348894604889,
PB542,,PB542-Avenida Lo Marcoleta / Esq. Del Rodeo,-33.357973078618,-70.7322694097563,
PB543,,PB543-Lib. Bdo. O'Higgins / Esq. Avenida Las Torres,-33.3570469495289,-70.7290798804553,
PB544,,PB544-Lib. Bdo. O'Higgins / Esq. Pichidegua,-33.3558829783771,-70.7290669996007,
PB545,,PB545-Lib. Bdo. O'Higgins / Esq. Antumalal,-33.3529979811483,-70.7289459995335,
PB546,,PB546-Antumalal / Esq. Pirepillán,-33.3537334983085,-70.7249666489431,
PB547,,PB547-Antumalal / Esq. Pucón,-33.3540996110797,-70.722551973387,
PB548,,PB548-Avenida Lo Cruzat / Esq. Av. Lo Marcoleta,-33.3571791300395,-70.7208720002085,
PB549,,PB549-Avenida Lo Cruzat / Esq. Avenida Las Torres,-33.3606383947272,-70.7210898674876,
PB550,,PB550-Avenida Lo Cruzat / Esq. Doña Leticia,-33.363786122273,-70.721265000126,
PB551,,PB551-Avenida Lo Cruzat / Esq. Av. Manuel A. Matta,-33.3662786894307,-70.7213476439731,
PA476,,PA476-Parada 5 / Recoleta Franciscana,-33.4326315013462,-70.6489103620271,
PA89,,PA89-Parada 1 / Santo Domingo - San Antonio,-33.4355884087827,-70.6488360416827,
PA820,,PA820-Parada 3 / Merced - San Antonio,-33.4374707756326,-70.6485459471477,
PA821,,PA821-Parada 1 / Teatro Municipal,-33.4412825831677,-70.6479453172393,
PC145,,PC145-Parada 3 / Plaza Italia,-33.4375815841221,-70.6349659996918,
PA259,,PA259-Parada 4 / (M) Bellas Artes,-33.4365301897091,-70.642592473427,
PB1237,,PB1237-Senador Jaime Guzmán / Esq. Av. Manuel A. Matta,-33.3670783939004,-70.7055944470715,
PB552,,PB552-Avenida Lo Cruzat / Esq. Doña Leticia,-33.364616518321,-70.7210439638971,
PB553,,PB553-Avenida Lo Cruzat / Esq. Avenida Las Torres,-33.3618901290674,-70.7209049999454,
PB554,,PB554-Avenida Lo Cruzat / Esq. Av. Lo Marcoleta,-33.3576101316395,-70.7207619996674,
PB622,,PB622-Avenida Lo Cruzat / Esq. Río De La Plata,-33.3559081330925,-70.7206999997645,
PB556,,PB556-Antumalal / Esq. Pirepillán,-33.3537240694325,-70.7241599996674,
PB557,,PB557-Antumalal / Esq. Lib. B. O'Higgins,-33.3527845789809,-70.728816872957,
PB558,,PB558-Lib. Bdo. O'Higgins / Esq. Pasaje Doñihue,-33.355942242073,-70.7292998499936,
PB559,,PB559-Lib. Bdo. O'Higgins / Esq. Av. Lo Marcoleta,-33.3575059738189,-70.7293190001583,
PB560,,PB560-Avenida Lo Marcoleta / Esq. Del Rodeo,-33.3576043807822,-70.7320394372049,
PB561,,PB561-Avenida Lo Marcoleta / Esq. Cerro La Cruz,-33.3576828692401,-70.7349479998309,
PB562,,PB562-Avenida Lo Marcoleta / Esq. Santa Luisa,-33.3579138292644,-70.7370639996667,
PB563,,PB563-Avenida Lo Marcoleta / Esq. Pque. Central-Oriente,-33.3592999835761,-70.7420983587031,
PB564,,PB564-Avenida Lo Marcoleta / Esq. Santa Laura,-33.3602964957744,-70.7455598651466,
PB565,,PB565-Avenida Lo Marcoleta / Esq. Barraza,-33.3606507409523,-70.7483410162277,
PB566,,PB566-Avenida Lo Marcoleta / Esq. Psje. Puerto Octay,-33.3611575596288,-70.7512170005038,
PB567,,PB567-Avenida Lo Marcoleta / Esq. San Luis,-33.3617976379609,-70.7536055406607,
PB568,,PB568-Avenida Lo Marcoleta / Esq. Ntra. Sra. Del Carmen,-33.362158444492,-70.7571240003553,
PB1595,,PB1595-Avenida Lo Marcoleta / Esq. Pquia. Jesús Obrero,-33.36252440267,-70.7592699996378,
PB1665,,PB1665-Avenida Lo Marcoleta / Esq. Altura Del 1400,-33.3631343510519,-70.7618970000028,
PB1666,,PB1666-Avenida Lo Marcoleta / Esq. Altura Del 1580,-33.3636752883059,-70.7650779995532,
PB620,,PB620-San Luis / Esq. Pasaje 9,-33.3621185055071,-70.7540100003345,
PB574,,PB574-San Luis / Esq. Av. Manuel A. Matta,-33.3634505171757,-70.7533999999525,
PB623,,PB623-San Luis / Esq. Las Garzas,-33.3644240842534,-70.7531019510724,
PB1938,,PB1938-Av. Manuel A. Matta / Esq. Volcán Villarrica,-33.3628255967332,-70.749252000501,
PB1936,,PB1936-Av. Manuel A. Matta / Esq. Volcán Llaima,-33.3623836411416,-70.746932000176,
PB1934,,PB1934-Av. Manuel A. Matta / Esq. San Enrique,-33.3618836903428,-70.7443599999346,
PB1932,,PB1932-Av. Manuel A. Matta / Esq. Estero Venados,-33.3621637697876,-70.7420914134675,
PB1930,,PB1930-Av. Manuel A. Matta / Esq. Estero Lucila Godoy ,-33.3625547727552,-70.7400560001076,
PB1927,,PB1927-Av. Manuel A. Matta / Esq. Gral. San Martín,-33.3631768272123,-70.7371480002474,
PB1924,,PB1924-Av. Manuel A. Matta / Esq. José Miguel Carrera,-33.3643608922278,-70.733669999718,
PB1922,,PB1922-Av. Manuel A. Matta / Esq. De La Luna,-33.365490836393,-70.7312949875844,
PB1882,,PB1882-Avenida Lo Marcoleta / Esq. Bello Horizonte,-33.3571221330812,-70.7169569837625,
PB1988,,PB1988-Parada 10 / Andén (M) Los Libertadores,-33.3654494414892,-70.6915758827014,
PB1989,,PB1989-Parada 11 / Andén (M) Los Libertadores,-33.3654453209974,-70.691877807564,
PB1885,,PB1885-Avenida Lo Marcoleta / Esq. Santa Cruz,-33.3570109521527,-70.718309813673,
PB1923,,PB1923-Av. Manuel A. Matta / Esq. Los Torneros,-33.3651683106905,-70.7314999279114,
PB1925,,PB1925-Av. Manuel A. Matta / Esq. Los Limones,-33.363895985457,-70.7342611131893,
PB1928,,PB1928-Av. Manuel A. Matta / Esq. Estero Lumaco,-33.3628583585895,-70.7377361092705,
PB1929,,PB1929-Av. Manuel A. Matta / Esq. Estero Lucila Godoy ,-33.3624719712323,-70.7396302361529,
PB1931,,PB1931-Av. Manuel A. Matta / Esq. Estero Venados,-33.3621307400315,-70.7417550002457,
PB1933,,PB1933-Av. Manuel A. Matta / Esq. Estero Quilén,-33.3617554648862,-70.743847219823,
PB1935,,PB1935-Av. Manuel A. Matta / Esq. Volcán Llaima,-33.3621926424258,-70.746472864907,
PB1937,,PB1937-Av. Manuel A. Matta / Esq. Volcán Villarrica,-33.3626259564305,-70.7487645768035,
PB1939,,PB1939-Av. Manuel A. Matta / Esq. San Luis,-33.3632603940633,-70.7522519619291,
PB599,,PB599-San Luis / Esq. Av. Lo Marcoleta,-33.3620845104457,-70.7537350002317,
PB581,,PB581-Lo Campino / Esq. Las Parcelas,-33.3672107891802,-70.7137029316823,
PB582,,PB582-Lo Campino / Esq. Carampangue,-33.3686932577013,-70.7137870001153,
PB467,,PB467-Lo Campino / Esq. Ramón Rosales,-33.3714912426574,-70.7145989998037,
PB1530,,PB1530-Alcalde Guzmán / Esq. Av. A. Vespucio,-33.3722902663601,-70.7133050004786,
PB468,,PB468-Parada / Pasarela Alcalde Guzmán,-33.3713933619794,-70.7079890005187,
PB583,,PB583-Parada 3 / (M) Los Libertadores,-33.3673870745357,-70.6893035938975,
PA84,,PA84-Parada 2 / Estación Mapocho,-33.4324292947007,-70.6530900004696,
PB1894,,PB1894-Parada 7 / (M) Los Libertadores,-33.3656698677676,-70.6906225449596,
PB519,,PB519-Parada / Barrio Industrial El Cortijo,-33.3656215728172,-70.6960889997552,
PB531,,PB531-Parada / Pasarela Alcalde Guzmán,-33.3703334784243,-70.7072854540515,
PB469,,PB469-Av. Américo Vespucio / Esq. Alcalde Guzmán,-33.3725553108526,-70.7108129997899,
PB591,,PB591-Lo Campino / Esq. Limarí,-33.370643249906,-70.714232999712,
PB532,,PB532-Lo Campino / Esq. Carampangue,-33.3692362571677,-70.7138210000213,
PB651,,PB651-Lo Campino / Esq. Av. Manuel A. Matta,-33.3671624280135,-70.7135407630193,
PB541,,PB541-Avenida Lo Marcoleta / Esq. Pquia. Jesús Obrero,-33.3629093975144,-70.7595459995818,
PB624,,PB624-San Luis / Esq. Calle B,-33.3649426193778,-70.7494930269061,
PB625,,PB625-San Luis / Esq. Calle A,-33.365255636006,-70.7472300005863,
PB626,,PB626-San Luis / Esq. Toconao,-33.365622675361,-70.7451359996174,
PB627,,PB627-San Luis / Esq. Toconce,-33.3660067156658,-70.7430269998768,
PB628,,PB628-San Luis / Esq. Las Petunias,-33.3663747650821,-70.7404330003762,
PB629,,PB629-San Luis / Esq. Gral. San Martín,-33.3667158663872,-70.7381178651193,
PB1721,,PB1721-Arturo Prat / Esq. El Crepúsculo,-33.3694640645661,-70.7296861091662,
PB630,,PB630-Arturo Prat / Esq. El Alba,-33.3684799997779,-70.7278879997477,
PB631,,PB631-Ramón Rosales / Esq. Canutillar,-33.369007046338,-70.7253660001631,
PB632,,PB632-Ramón Rosales / Esq. Humberto Caro,-33.3697300913043,-70.7229319997126,
PB633,,PB633-Ramón Rosales / Esq. Avenida Las Torres,-33.3703071238207,-70.7211599999937,
PB634,,PB634-Ramón Rosales / Esq. 4 Oriente,-33.3714401893642,-70.7175649995823,
PB635,,PB635-Ramón Rosales / Esq. Lo Campino,-33.3722812370303,-70.7149210004234,
PB571,,PB571-Lo Campino / Esq. Cachagua,-33.3723542412758,-70.7147049997028,
PB636,,PB636-Ramón Rosales / Esq. 4 Oriente,-33.3715219923522,-70.7170019570732,
PB637,,PB637-Ramón Rosales / Esq. Avenida Las Torres,-33.3703021295075,-70.720830000548,
PB638,,PB638-Ramón Rosales / Esq. Humberto Caro,-33.3697680995892,-70.7224779998149,
PB639,,PB639-Ramón Rosales / Esq. Chicago,-33.369022055534,-70.7248790003054,
PB640,,PB640-Ramón Rosales / Esq. Arturo Prat,-33.3680600188617,-70.7268789999044,
PB1720,,PB1720-Arturo Prat / Esq. Guard. Riquelme,-33.3693807323749,-70.7296249980551,
PB1669,,PB1669-Parada 2 / Plaza Quilicura,-33.3684819354931,-70.7313700001306,
PB642,,PB642-San Luis / Esq. Toconce,-33.365953725034,-70.7425549995955,
PB643,,PB643-San Luis / Esq. Volcán Llaima,-33.3651916416445,-70.7469340000169,
PB644,,PB644-San Luis / Esq. Volcán Villarrica,-33.3648621499289,-70.7490226335759,
PB645,,PB645-San Luis / Esq. Las Garzas,-33.3642825123696,-70.7523413450327,
PB646,,PB646-San Luis / Esq. Av. Manuel A. Matta,-33.3636395229321,-70.7530710004405,
PB1784,,PB1784-Las Violetas / Esq. Calle A,-33.3679942997445,-70.7475381586584,
PB1979,,PB1979-Parada 1 / Andén (M) Los Libertadores,-33.3652496470845,-70.6927348917139,
PB1981,,PB1981-Parada 3 / Andén (M) Los Libertadores,-33.3652664897919,-70.6920957433734,
PH684,,PH684-Valparaíso / Esq. Carlos Dittborn,-33.5113207001361,-70.6755962845143,
PH685,,PH685-Valparaíso / Esq. Lincoln,-33.5132128976672,-70.6767889998338,
PH686,,PH686-Lincoln / Esq. Pasaje 55,-33.5121468441543,-70.6799349996444,
PH687,,PH687-Lincoln / Esq. Inés De Suárez,-33.5113021610454,-70.6819512351723,
PH688,,PH688-Inés De Suárez / Esq. Llay Llay,-33.5136587866232,-70.6833280002056,
PH1505,,PH1505-Lucila Godoy / Esq. Isabel Riquelme,-33.514729794584,-70.6828630000481,
PH690,,PH690-Lucila Godoy / Esq. Huasco,-33.5154728352359,-70.6804740001452,
PH691,,PH691-Huasco / Esq. Av.Pdte. S.Allende,-33.5173508232208,-70.6811690003839,
PH696,,PH696-Av. Edo. Frei Montalva / Esq. Hermosilla,-33.5248120241907,-70.6789627764645,
PH697,,PH697-Av. Edo. Frei Montalva / Esq. Calamahue,-33.5241361818545,-70.681754350088,
PH698,,PH698-Av. Edo. Frei Montalva / Esq. Los Duraznos,-33.5234432973277,-70.6844648942746,
PH558,,PH558-Av. Edo. Frei Montalva / Esq. Santa Anita,-33.5221384791456,-70.6903939381675,
PH560,,PH560-Santa Anita / Esq. El Caribe,-33.5201341138527,-70.6895498526242,
PH561,,PH561-Santa Anita / Esq. Pasaje 19 Sur,-33.517598782008,-70.6882918465676,
PH562,,PH562-Santa Anita / Esq. Av.Pdte. S.Allende,-33.5161377137334,-70.6875540002324,
PH680,,PH680-Av.Pdte. Salvador Allende / Esq. Veracruz,-33.5148286679959,-70.690180000534,
PH681,,PH681-Av.Pdte. Salvador Allende / Esq. Avenida Central,-33.5139726261444,-70.6926000005243,
PH1514,,PH1514-Gil De Castro / Esq. Pedro Lira,-33.5240275064593,-70.6993729996796,
PH467,,PH467-Pedro Lira / Esq. Francisco Mandiola,-33.5245744694268,-70.7014649996147,
PH1511,,PH1511-Pedro Lira / Esq. Francisco Mandiola,-33.5248514601733,-70.7019960001345,
PH1512,,PH1512-Gil De Castro / Esq. Exequiel Plaza,-33.5241825072478,-70.6993340005203,
PH665,,PH665-Av.Pdte. Salvador Allende / Esq. 5 Oriente,-33.5148996655554,-70.6903040004374,
PH666,,PH666-Av.Pdte. Salvador Allende / Esq. Santa Anita,-33.5157717103013,-70.687758999874,
PH573,,PH573-Santa Anita / Esq. Pasaje 19 Sur,-33.517346701406,-70.6882590002549,
PH574,,PH574-Santa Anita / Esq. El Caribe,-33.5197766796797,-70.6894729995745,
PH575,,PH575-Santa Anita / Esq. Av. Frei Montalva,-33.5218186621852,-70.6905020005458,
PH709,,PH709-Av. Edo. Frei Montalva / Esq. Guanajuato,-33.5236591852238,-70.6839116600469,
PH712,,PH712-Acapulco / Esq. Jalisco,-33.5202048535473,-70.679367999887,
PH713,,PH713-Guadalajara / Esq. Huasco,-33.5181072984465,-70.6810996519018,
PH714,,PH714-Huasco / Esq. Lucila Godoy,-33.5158618365558,-70.6803969996604,
PH716,,PH716-Inés De Suárez / Esq. Pomaire,-33.5131627920008,-70.6829809998554,
PH717,,PH717-Inés De Suárez / Esq. Lincoln,-33.5115698046606,-70.6822800002314,
PH718,,PH718-Lincoln / Esq. Huasco,-33.5125218550717,-70.6793059997705,
PH719,,PH719-Lincoln / Esq. Valparaíso,-33.5134328930792,-70.6770760001524,
PH720,,PH720-Valparaíso / Esq. Carlos Dittborn,-33.5117419158571,-70.6757270004366,
PH721,,PH721-Valparaíso / Esq. Avenida Lo Ovalle,-33.5096899373508,-70.6744450005626,
PE1282,,PE1282-Parada / Est. Intermodal De La Florida,-33.5190241353423,-70.598437000356,
PE1304,,PE1304-Parada 3 / (M) Vicuña Mackenna,-33.5193095455486,-70.5968418599184,
PD1587,,PD1587-Julio Vildósola / Esq. Diagonal Gaspar,-33.521421470497,-70.5954403234756,
PE376,,PE376-Walker Martínez / Esq. Psje. Los Carrera,-33.5227141986994,-70.5941039998551,
PE377,,PE377-Walker Martínez / Esq. Avenida Colombia,-33.5226672539664,-70.590304999575,
PE378,,PE378-Walker Martínez / Esq. Juan De Pineda,-33.5226382908121,-70.5876930004189,
PE379,,PE379-Walker Martínez / Esq. García Hurtado De M,-33.5226043559576,-70.5842727734968,
PE380,,PE380-Walker Martínez / Esq. Avenida México,-33.5226442871942,-70.5827419619847,
PE381,,PE381-Parada 3 / Paradero 14 Av. La Florida,-33.5226004121596,-70.5791960003257,
PE382,,PE382-Walker Martínez / Esq. Las Mercedes,-33.5225694356146,-70.5775919997046,
PE383,,PE383-Walker Martínez / Esq. Santa Delia,-33.5225254591422,-70.5758930000743,
PE384,,PE384-Walker Martínez / Esq. Psje. Sta. Natalia,-33.5224645191959,-70.5716330004674,
PE385,,PE385-Walker Martínez / Esq. Alicahue,-33.5224556401307,-70.5695876882884,
PE386,,PE386-Walker Martínez / Esq. Orompello,-33.5224236493127,-70.5652846362787,
PE387,,PE387-Walker Martínez / Esq. Ongolmo,-33.5224006342232,-70.5632840002754,
